0,0
0,0
0,0
367.0378644,0
1484.445168,0.10279696
159.9959969,4.819355625
211.8729772,86.53281518
4630.558605,973.7844496
446.5524635,220.7998839
876.5253706,611.660595
367.3638154,2444.279696
412.5274343,2148.39882
221.8791848,2068.720637
158.8403148,1619.816324
321.7140019,2020.53338
342.2385532,989.5011604
359.80216,203.9892557
0,0
526.9775193,450.8554897
2809.660773,76.04423071
1977.76423,0
1238.517048,1319.128295
540.0808926,628.0719863
1117.894372,348.4330092
1310.673541,203.1330917
1350.664778,528.0879795
1300.552363,998.4017388
1261.442404,1412.390341
696.2108752,408.7821766
807.6735048,943.1743841
1018.61303,2280.008376
1046.108637,2907.364494
959.7591697,2514.329578
810.5800774,2182.956345
978.125,1925.925
1279.466667,1447.933333
1957.5,607.05
222.7714286,142.8
1989,1051.2
1555.34,2891.68
1447.7,1665.7
170.4,2653
2.7,3167.6
171.8,200.1
483.6,1309.2
800,2347.4
814.2,2448.7
714.6,2516.3
723.1,1367
718.4,2822.4
808.1,1179.9
946.7,3647
1163,3972.5
985.4,3547.7
596.6,1344.3
721.9,3847.5
592.5,2892.4
839.3,1518.6
637.1,1355.8
1328.6,4026.2
1187.9,2933.7
1248.1,3727.3
1162.4,3443.5
1739.6,3569.6
1404,2825.6
1375.4,2246.1
853.1,2500.2
815.5,2153.7
939.7,1955.9
1604.8,2194
370.2,1892.1
1224.3,3484.5
1041.5,2317.2
858.4,2070.5